NewsId,CreateDate,Source,Source_Type,Stock,Topic,Link
704BCAFF-3E7F-4A1B-8C54-BED3B03A48DF,01:00.0,EfinanceThai,Website,CPALL, วันนี้มีบิ๊กล็อต 12 หลักทรัพย์ CPALL ซื้อขายสูงสุด 463.15 ลบ.,https://www.efinancethai.com/LastestNews/LatestNewsMain.aspx?ref=A&id=WU8xeVdiUWVQdjQ9&security=CPALL
7608E412-4642-4FA5-9352-F21A47307D88,12:13.0,ข่าวหุ้นธุรกิจ,Website,CPALL,สรุปกระดานรายใหญ่วันนี้ CPALL มูลค่าสูงสุด 463 ล้านบาท,https://www.kaohoon.com/summary/678341
15537138-40B8-4B3B-BD1F-740117D38485,18:54.0,ข่าวหุ้นธุรกิจ,Website,CPALL,สรุปกระดานรายใหญ่วันนี้ CPALL มูลค่าสูงสุด 56 ล้านบาท,https://www.kaohoon.com/summary/679807
6EDDCF9B-C7EB-4741-8953-3A7A3EAC00FD,22:49.0,RYT9,Website,CPALL,BIG LOT: วันนี้ CPALL มูลค่าสูงสุด 463.18 ลบ.ราคาเฉลี่ย 57.61 บ./หุ้น,https://www.ryt9.com/s/iq05/3522825
04260A94-2609-449A-B1C8-0AC4FB7D9C36,29:30.0,RYT9,Website,CPALL,BIG LOT: วันนี้ CPALL มูลค่าสูงสุด 56.81 ลบ.ราคาเฉลี่ย 55.38 บ./หุ้น,https://www.ryt9.com/s/iq05/3524608
3E14262B-FC08-4AE1-A90E-06D065EE7283,31:00.0,EfinanceThai,Website,CPALL, ปิดตลาดฯเช้าวันนี้ BDMS-CPALL-KBANK กดดัชนีฯ ยืนในแดนลบ,https://www.efinancethai.com/LastestNews/LatestNewsMain.aspx?ref=A&id=aUk1ZjcxNEdkZjg9&security=BDMS
D3C549C9-1087-44AA-8BD5-6ABFCC7E7830,31:00.0,EfinanceThai,Website,CPALL, ปิดตลาดฯเช้าวันนี้ AOT-KBANK-CPALL กดดัชนีฯ ยืนในแดนลบ,https://www.efinancethai.com/LastestNews/LatestNewsMain.aspx?ref=A&id=UXhOdk13TFByS3M9&security=AOT
10CFBF01-2C56-4FBD-BB4A-5232FCF1DA86,35:09.0,RYT9,Website,CPALL,HILITE: เก็ง CPALL รับ Cover Short หลังราคาร่วงแรง โบรกมองผลงาน Q2/67...,https://www.ryt9.com/s/iq05/3525450
84455145-CE10-4D54-8BE2-F1F1E71D7D9B,31:00.0,EfinanceThai,Website,CPAXT, ปิดตลาดฯเช้าวันนี้ GULF-PTTGC-CPAXT ดันดัชนีฯ ยืนในแดนบวก,https://www.efinancethai.com/LastestNews/LatestNewsMain.aspx?ref=A&id=bEdiTFdDNzlqVmc9&security=GULF
73E7AD11-D462-4FBF-AD18-3DE53678C9E3,31:00.0,EfinanceThai,Website,CPAXT, ปิดตลาดฯเช้าวันนี้ PTTEP-CPAXT-PTT กดดัชนีฯ ยืนในแดนลบ,https://www.efinancethai.com/LastestNews/LatestNewsMain.aspx?ref=A&id=ZFh5ZC9tUVhxYms9&security=PTTEP
F47E96B4-064B-4F57-8E59-FDCFE3057342,45:00.0,EfinanceThai,Website,CPAXT, ปิดตลาดฯวันนี้ GULF-CPAXT-CRC ดันดัชนีฯ ยืนในแดนบวก,https://www.efinancethai.com/LastestNews/LatestNewsMain.aspx?ref=A&id=ODRmTTRiazRXdDg9&security=GULF
B34066DD-6CA9-443A-84B7-279600759F10,45:00.0,EfinanceThai,Website,CPAXT, ปิดตลาดฯวันนี้ PTTEP-CPAXT-PTT กดดัชนีฯ ยืนในแดนลบ,https://www.efinancethai.com/LastestNews/LatestNewsMain.aspx?ref=A&id=ZHowV2NuU2dNa0U9&security=PTTEP
E0BB9BB2-6262-4873-8CEE-6D1A0AC97FA6,08:27.0,ข่าวหุ้นธุรกิจ,Website,CPF,คัด 9 หุ้นเด่นรับ “ส่งออก” โต 7.2% โบรกชู NER-ITC-CPF ท็อปพิก,https://www.kaohoon.com/news/680960
4A4AB1C4-6D6A-42AA-9F59-604E28CB181A,51:31.0,ข่าวหุ้นธุรกิจ,Website,CPF,CPF โอกาสในเทรดวอร์จีน-อียู,https://www.kaohoon.com/column/680199
4D564102-CADF-47AA-886B-7B8D6B8DE8FC,53:10.0,RYT9,Website,CPF,HILITE: CPF บวก 4% เก็งจีนจ่อฟันหมู EU ทุ่มตลาดดันราคาหมูสูงขึ้นหนุนกำไรฟื้นดีกว่าคาด,https://www.ryt9.com/s/iq05/3524801
CB4DC16C-4DF7-49D5-A554-0D4610BFDDCA,55:54.0,ข่าวหุ้นธุรกิจ,Website,CPF,CPF ดีด 3% รับ “ราคาหมู” จีนปรับขึ้น หลังลดนำเข้า โบรกแนะ “ซื้อ” เป้า 25 บาท,https://www.kaohoon.com/news/679966
C09CBDFB-B1F4-4F5A-8E11-15ECEE41F0C1,01:53.0,RYT9,Website,CPI,"ตลาดหุ้นอังกฤษดีดตัวสวนทางเยอรมนี,ฝรั่งเศส ขานรับ CPI เข้าเป้า 2%",https://www.ryt9.com/s/iq18/3525362
D301A821-1A7D-4B54-B4D8-60CD93320BA2,02:22.0,RYT9,Website,CPI,ภาวะตลาดหุ้นอินเดีย: ดัชนี Sensex พุ่งกว่า 200 จุด คลายกังวลเงินเฟ้อ หลัง CPI...,https://www.ryt9.com/s/iq18/3523922
5C9DD21D-CD9F-48DA-BE7F-C0679360088D,03:00.0,EfinanceThai,Website,CPI, เงินเฟ้อ CPI สหรัฐฯ พ.ค. เพิ่มต่ำคาดที่ 3.3% หลังราคาน้ำมันลดลง,https://www.efinancethai.com/LastestNews/LatestNewsMain.aspx?ref=A&id=Y01EZmFLVzNKaEU9
32D17DD3-AEF1-41DA-8585-D2B846306538,03:55.0,ข่าวหุ้นธุรกิจ,Website,CPI,“เงินบาท” เปิดเช้าแข็งค่า 36.78 บ. จับตาตัวเลข CPI สหรัฐพรุ่งนี้,https://www.kaohoon.com/news/678441
6ED6B98F-AA55-4B53-A3F1-FBCD094E2925,10:56.0,RYT9,Website,CPI,ภาวะตลาดหุ้นนิวยอร์ก: ดาวโจนส์ปิดบวก 69.05 จุด จับตา CPI สหรัฐ-ประชุมเฟด,https://www.ryt9.com/s/iq18/3522931
2212F211-128F-4627-952F-2E97CC8E6BD5,11:24.0,RYT9,Website,CPI,"ดาวโจนส์ฟิวเจอร์บวก ลุ้น CPI, ผลประชุมเฟดคืนนี้",https://www.ryt9.com/s/iq18/3523585
DD78D2CF-38BA-4AED-956E-7C55E29F5FDC,18:07.0,ข่าวหุ้นธุรกิจ,Website,CPI,“หุ้นเอเชีย” เขียวสลับแดง นลท.จับตาตัวเลข CPI สหรัฐ-ประชุมเฟดพรุ่งนี้,https://www.kaohoon.com/news/678430
6CFDF3E0-3AC2-49D1-966A-59CA198FAF25,18:09.0,RYT9,Website,CPI,ตลาดหุ้นเอเชียปิดเช้าลบ นักลงทุนจับตา CPI สหรัฐ-ลุ้นผลประชุมเฟด,https://www.ryt9.com/s/iq18/3523360
19B14081-D540-498B-BE14-C7F3F7E73545,22:02.0,RYT9,Website,CPI,ตลาดหุ้นยุโรปเปิดบวก ตลาดยังจับตา CPI สหรัฐ ผลประชุมเฟด,https://www.ryt9.com/s/iq18/3523453
84B76BB7-1A0B-4519-A8AF-129E97AC0033,27:42.0,RYT9,Website,CPI,ภาวะตลาดเงินนิวยอร์ก: ดอลลาร์อ่อนค่า หลังสหรัฐเผยดัชนี CPI ต่ำกว่าคาด,https://www.ryt9.com/s/iq21/3523616
B84AC4FB-B464-4449-9F2B-3D107E5CE583,28:44.0,RYT9,Website,CPI,ตลาดหุ้นเอเชียเปิดผันผวน นักลงทุนจับตา CPI สหรัฐ-ประชุมเฟด,https://www.ryt9.com/s/iq18/3522964
9718C0D5-CA62-4151-91BF-9DCEC3EDFA09,29:38.0,RYT9,Website,CPI,"ดาวโจนส์พุ่งพรวดกว่า 300 จุด ทะลุแนว 39,000 เด้งรับข่าวดี CPI",https://www.ryt9.com/s/iq18/3523596
88A9CD22-4B2D-435F-AD47-A93708D5DABD,29:38.0,RYT9,Website,CPI,บอนด์ยีลด์ไหลไม่หยุด ล่าสุดหลุด 4.3% หลังเผย CPI ต่ำคาด,https://www.ryt9.com/s/iq22/3523597
62D3B92E-3099-4A37-B509-1473C9EF34A4,33:21.0,RYT9,Website,CPI,ตลาดหุ้นเอเชียปิดเช้าผันผวน นลท.จับตาดัชนี CPI สหรัฐ-ผลประชุมเฟด,https://www.ryt9.com/s/iq18/3523021
1BA9C9EE-7CA4-429A-8A8C-3C4B7A8B6FC3,34:24.0,RYT9,Website,CPI,บอนด์ยีลด์ร่วงใกล้หลุด 4.2% หลังสหรัฐเผยดัชนี CPI/PPI ต่ำคาด,https://www.ryt9.com/s/iq22/3524249
9E380F18-F300-4F05-9A84-5F3397ED1D87,40:57.0,RYT9,Website,CPI,"ดาวโจนส์ฟิวเจอร์ลบ จับตา CPI,ประชุมเฟด",https://www.ryt9.com/s/iq18/3522908
EA2B650C-4883-4AF6-9965-8F0CFE25455D,42:36.0,RYT9,Website,CPI,ภาวะตลาดเงินนิวยอร์ก: ดอลลาร์แข็งค่า ตลาดจับตา CPI หาสัญญาณดอกเบี้ยเฟด,https://www.ryt9.com/s/iq21/3523246
DC60A55E-A469-43DF-8CBC-EB68BF629C14,43:46.0,RYT9,Website,CPI,บอนด์ยีลด์ร่วงใกล้หลุด 4.3% หลังเผย CPI ต่ำคาด,https://www.ryt9.com/s/iq22/3523594
871E4D1E-C94C-4E4B-828B-6E9EE585748A,43:46.0,RYT9,Website,CPI,ดาวโจนส์ฟิวเจอร์พุ่งไม่หยุด ล่าสุดทะยานกว่า 300 จุด เด้งรับ CPI ออกมาดี,https://www.ryt9.com/s/iq18/3523592
A5CF7DF1-D510-405A-9394-75ED423C65BD,44:33.0,ข่าวหุ้นธุรกิจ,Website,CPI,SET ปิดลบ 2 จุด นักลงทุนจับตาตัวเลข CPI สหรัฐ-ประชุมเฟด-การเมืองไทย,https://www.kaohoon.com/news/678621
D612211C-B619-4AC1-BC63-FECF48B266BC,46:07.0,RYT9,Website,CPI,"ดอลลาร์แข็งค่าเทียบเยนเช้านี้ นักลงทุนจับตา CPI สหรัฐ,ผลประชุมเฟด",https://www.ryt9.com/s/iq21/3523322
24D970BB-6C9A-43D6-BC9E-B45066839C1B,47:14.0,RYT9,Website,CPI,ภาวะตลาดหุ้นอินเดีย: ดัชนี Sensex เปิดบวก 190.82 จุด จับตา CPI สหรัฐ-ประชุมเฟด,https://www.ryt9.com/s/iq18/3523020
6A266FF9-9679-4943-B30D-3B1917C3EC2E,49:23.0,ข่าวหุ้นธุรกิจ,Website,CPI,“หุ้นเอเชีย” เปิดผันผวน จับตาตัวเลข CPI สหรัฐ-ประชุมเฟด,https://www.kaohoon.com/news/678705
A6EDC332-A0DA-41E4-9D72-2B810882556A,51:13.0,RYT9,Website,CPI,ตลาดหุ้นยุโรปเปิดบวกเล็กน้อย จับตา CPI สหรัฐ-ประชุมเฟด,https://www.ryt9.com/s/iq18/3523076
FC56C55B-BDCB-45D3-9684-5E457ABDD969,52:00.0,EfinanceThai,Website,CPI, ตลาดจับตาประชุมเฟด ชี้ยังตรึงดอกเบี้ยต่อ-คาดเงินเฟ้อ CPI พ.ค. แตะ...,https://www.efinancethai.com/LastestNews/LatestNewsMain.aspx?ref=A&id=SVFDajU4SElsZzg9
7360A51F-A9CC-4AEF-B8DE-03C4612ED102,57:02.0,RYT9,Website,CPI,ภาวะตลาดเงินนิวยอร์ก: ดอลล์แข็งค่าตามบอนด์ยีลด์ จับตา CPI สหรัฐ-ประชุมเฟด,https://www.ryt9.com/s/iq21/3522953
7D5F847B-8CD7-4506-8B38-05337D967D2B,57:38.0,RYT9,Website,CPI,ดาวโจนส์ฟิวเจอร์พุ่งพรวดกว่า 200 จุด เด้งรับ CPI ออกมาดี,https://www.ryt9.com/s/iq18/3523590
F3821053-9B78-43EF-B9A8-C638F84B1670,01:00.0,EfinanceThai,Website,CPN, วันนี้มีบิ๊กล็อต 16 หลักทรัพย์ CPN ซื้อขายสูงสุด 61.38 ลบ.,https://www.efinancethai.com/LastestNews/LatestNewsMain.aspx?ref=A&id=S0xDSVF4ZU9aVHM9&security=CPN
832C6213-401C-4523-9EBC-4B7E9981A294,05:49.0,ข่าวหุ้นธุรกิจ,Website,CPN,สรุปกระดานรายใหญ่วันนี้ CPN มูลค่าสูงสุด 61 ล้านบาท,https://www.kaohoon.com/summary/679481
46808B22-2322-429D-BB0C-6A4E85D514B7,16:27.0,RYT9,Website,CPN,BIG LOT: วันนี้ CPN มูลค่าสูงสุด 61.38 ลบ.ราคาเฉลี่ย 55.80 บ./หุ้น,https://www.ryt9.com/s/iq05/3524225
79916464-1444-4091-A010-54BBD1767AFA,29:30.0,RYT9,Website,CPN,CPN จับมือพันธมิตรรัฐ-เอกชนจัดอีเว้นท์รักษ์โลก Better Futures Project 2024...,https://www.ryt9.com/s/iq05/3524605
90075239-397D-4E4F-A816-30A2EA7CFD72,38:10.0,Pantip Sinthorn,Webboard,CPN,หุ้น CPN CPNCG CPNREIT ของเซ็นทรัลเหมือนกัน เลือกยังไงดีครับ อสังหาน่าลงทุนไหมหุ้นการลงทุนตลาดหลักทรัพย์CPN (หุ้น)กองทุนอสังหาริมทรัพย์ (Property Fund),https://pantip.com/topic/42776043
117623E8-3BB3-4A0B-A8BB-5C6354F7D117,38:10.0,Pantip Sinthorn,Webboard,CPNCG,หุ้น CPN CPNCG CPNREIT ของเซ็นทรัลเหมือนกัน เลือกยังไงดีครับ อสังหาน่าลงทุนไหมหุ้นการลงทุนตลาดหลักทรัพย์CPN (หุ้น)กองทุนอสังหาริมทรัพย์ (Property Fund),https://pantip.com/topic/42776043
6DD774A1-4806-48CF-B172-C503591C6B49,38:10.0,Pantip Sinthorn,Webboard,CPNREIT,หุ้น CPN CPNCG CPNREIT ของเซ็นทรัลเหมือนกัน เลือกยังไงดีครับ อสังหาน่าลงทุนไหมหุ้นการลงทุนตลาดหลักทรัพย์CPN (หุ้น)กองทุนอสังหาริมทรัพย์ (Property Fund),https://pantip.com/topic/42776043
8E685500-B6B0-4D71-90D9-99000C4E3EA8,28:41.0,Pantip Sinthorn,Webboard,CPW,6 หุ้นกลุ่มสินค้าไอทีบวกยกแผง CPW นำกลุ่ม +7.69% อานิสงส์ Apple เปิดตัวฟีเจอร์ AIหุ้นAI (หุ้น)Apple Storeตลาดหลักทรัพย์,https://pantip.com/topic/42775293
374955C8-55B2-413C-A509-FFA16D2579EB,36:16.0,ข่าวหุ้นธุรกิจ,Website,CRC,CRC ลุ้นฟื้นตัวครึ่งปีหลัง! รับนโยบายรัฐเอื้อประโยชน์ โบรกแนะ “ทยอยสะสม” เป้า 37 บาท,https://www.kaohoon.com/stockanalysis/678491
AC584599-9BBD-4ECE-A015-955834BE6590,45:00.0,EfinanceThai,Website,CRC, ปิดตลาดฯวันนี้ GULF-CPAXT-CRC ดันดัชนีฯ ยืนในแดนบวก,https://www.efinancethai.com/LastestNews/LatestNewsMain.aspx?ref=A&id=ODRmTTRiazRXdDg9&security=GULF
751A5E2C-BBA3-4234-B5C4-642CE3B16AF5,45:00.0,EfinanceThai,Website,CRC, ปิดตลาดฯวันนี้ PTT-CRC-AOT กดดัชนีฯ ยืนในแดนลบ,https://www.efinancethai.com/LastestNews/LatestNewsMain.aspx?ref=A&id=MnlnZERSMkx4Wjg9&security=PTT
94B89A85-292D-4650-B321-9CB823E587B9,52:00.0,EfinanceThai,Website,CRC, Stock Insight : บมจ.เซ็นทรัล รีเทล คอร์ปอเรชั่น (CRC) - อัพเดท 13...,https://www.efinancethai.com/LastestNews/LatestNewsMain.aspx?ref=A&id=L29aZVJEbjFmTWM9&security=CRC
314E10FE-DB26-46EB-BAF2-DC488E9A9753,19:00.0,EfinanceThai,Website,CREDIT, UBS เตรียมขายหุ้น Credit Suisse ให้กองทุนจีน หลังเจรจา Citadel ไม...,https://www.efinancethai.com/LastestNews/LatestNewsMain.aspx?ref=A&id=WVE4VFRmODBTYmc9
DD1E33A2-767B-4688-9FC1-FBC064EA1F30,47:47.0,ข่าวหุ้นธุรกิจ,Website,CREDIT,SOLAR ซื้อหุ้น “ซิมเมอร์มานน์” 40% รุกขยายธุรกิจ Carbon Credit เต็มสูบ,https://www.kaohoon.com/news/679421
DF301162-FF9C-47AD-B7CE-BDB36D78696B,12:00.0,EfinanceThai,Website,D, SME D Bank ผนึกภาครัฐ ช่วยยกระดับศักยภาพเอสเอ็มอี-เตรียมพร้อมเข้า...,https://www.efinancethai.com/LastestNews/LatestNewsMain.aspx?ref=A&id=NFp1Mmo0TnJvMEU9
F3C3D575-8B87-4995-B783-F43175916C95,17:51.0,RYT9,Website,D,SME D Bank คว้าแชมป์ ธนาคารยอดเยี่ยมด้านสินเชื่อเอสเอ็มอีแห่งปี 2 ปีซ้อน...,https://www.ryt9.com/s/prg/3524005
DD92671F-C614-4339-94AD-FCF62B3A460E,21:31.0,RYT9,Website,D,SME D Bank ขับเคลื่อนมาตรการรัฐกระตุ้นท่องเที่ยว เสิร์ฟสินเชื่อทำธุรกิจ 1 ปีก็กู้ได้...,https://www.ryt9.com/s/prg/3523800
57D81AAE-69E2-48DC-A0A8-D7EF2EE5596B,22:19.0,RYT9,Website,D,"SME D Bank ผนึก ส.อ.ท. ยกทัพสินเชื่อ 20,000 ลบ. คู่บริการเสริมแกร่งธุรกิจ ฟรี! แถม Cash Back สูงสุด...",https://www.ryt9.com/s/prg/3524420
2100620A-FD3B-4F67-B782-DB0C9F3A5FF5,42:51.0,RYT9,Website,D,SME D Bank รับรางวัลเชิดชูเกียรติ Ecosystem Supportive Bank for SMEs...,https://www.ryt9.com/s/prg/3525643
660F4DA9-0401-427F-A5E1-D92DAF492AA9,51:00.0,EfinanceThai,Website,D, ASPS เปิด 9 หุ้น มีลุ้นติดโผถูกซื้อหุ้นคืน พบราคาหุ้น - P/E และ D...,https://www.efinancethai.com/LastestNews/LatestNewsMain.aspx?ref=A&id=T3dVRHluQzcrbTQ9
8B6B3BF3-75C8-4E0F-9E00-0FF8B113E191,53:38.0,RYT9,Website,D,"SME D Bank แนะผู้ประกอบการใช้ Productivity+ESG ยกระดับเติบโตยั่งยืน ประกาศพร้อม ""เติมทุนคู่พัฒนา""...",https://www.ryt9.com/s/prg/3523540
64CD02A7-2BFD-40D3-92AC-78D0AD9C7E24,08:41.0,RYT9,Website,DELTA,ดัชนี SET ท้ายภาคเช้าร่วงกว่า 10 จุด รับแรงขายหุ้นใหญ่แม้ DELTA ช่วยพยุง,https://www.ryt9.com/s/iq05/3525188
303784A7-2329-4EAC-8252-8AC20B3A9926,17:24.0,RYT9,Website,DELTA,HILITE: DELTA-KCE เด้งนำหุ้นกลุ่มอิเล็กทรอนิกส์ขึ้นโดดเด่น รับ Sentiment...,https://www.ryt9.com/s/iq05/3523710
D7E377D3-AA35-4302-AD79-B6D2E0E2AEA2,22:50.0,RYT9,Website,DELTA,ดัชนี SET ท้ายภาคเช้าร่วงกว่า 10 จุด รับแรงเทขายหุ้นใหญ่ แม้มี DELTA...,https://www.ryt9.com/s/iq05/3525186
5150B4A3-8BF7-4D88-9E64-79334F54BA39,24:53.0,Pantip Sinthorn,Webboard,DELTA,DELTA  ... พ่องทุกสถาบัน   55555   ?หุ้น,https://pantip.com/topic/42790259
2EFEFEF4-F3C2-4B78-A0F3-22E6E2CA3E93,31:00.0,EfinanceThai,Website,DELTA, ปิดตลาดฯเช้าวันนี้ BDMS-DELTA-INTUCH กดดัชนีฯ ยืนในแดนลบ,https://www.efinancethai.com/LastestNews/LatestNewsMain.aspx?ref=A&id=WFBuNUpiSWhleFk9&security=BDMS
6C937A36-EFC4-4E69-A0FE-50DCA93A8B46,31:26.0,Pantip Sinthorn,Webboard,DELTA,DELTA PE  56 โจรมันลาก +9%  แต่หุ้นที่มัน Short ทุบ PE  12 ทุบ -6%   ? SHORT  เท่านั้น ????????ตลาดหลักทรัพย์หุ้นบริษัทหลักทรัพย์การลงทุน,https://pantip.com/topic/42790507
DFBB530E-DD5C-40E2-B628-72E6B2F99AC7,32:35.0,Pantip Sinthorn,Webboard,DELTA,delta vs orหุ้น,https://pantip.com/topic/42792762
F7C9F254-30D1-4FA4-ADA6-F48D1B3106D3,45:00.0,EfinanceThai,Website,DELTA, ปิดตลาดฯวันนี้ DELTA-KBANK-PTTEP กดดัชนีฯ ยืนในแดนลบ,https://www.efinancethai.com/LastestNews/LatestNewsMain.aspx?ref=A&id=ejI5cDNCcmd0eU09&security=DELTA
2170B221-2309-4E81-81ED-817FB49664E8,45:00.0,EfinanceThai,Website,DELTA, ปิดตลาดฯวันนี้ DELTA-PTTEP-TRUE ดันดัชนีฯ ยืนในแดนบวก,https://www.efinancethai.com/LastestNews/LatestNewsMain.aspx?ref=A&id=bVBKK1Rnc3FycUU9&security=DELTA
7D28AF45-A3AE-445F-A0CE-5FDBDE8ED5A2,12:37.0,RYT9,Website,DEMCO,DEMCO งานเพียบ! ตุน Backlog เฉียด 2.7 พันลบ. ลุยธุรกิจใหม่เต็มพิกัด เปิดตัวสถานี EV Charger...,https://www.ryt9.com/s/prg/3524082
438331F2-93E9-449D-8948-D58BB493A35C,14:00.0,EfinanceThai,Website,DEMCO, DEMCO โชว์ Backlog เฉียด 2.7 พันลบ. เตรียมลุยธุรกิจใหม่ EV Charge...,https://www.efinancethai.com/LastestNews/LatestNewsMain.aspx?ref=A&id=TjFMbmFwK2hVQ1U9&security=DEMCO
74844B06-69C7-48B8-BBDE-6817D0571CFF,47:47.0,ข่าวหุ้นธุรกิจ,Website,DEMCO,DEMCO ตุนแบ็กล็อก 2.7 พันลบ. รุกเปิดสถานีชาร์จ EV-ประมูลงานใหม่หมื่นล้าน,https://www.kaohoon.com/news/679419
C34FD69F-74B1-41AC-95B9-44450CD91EBA,00:05.0,RYT9,Website,DMT,สุริยะยกหูคุยประธาน DMT เจรจาลดค่าผ่านทางดอนเมืองโทลเวย์แลกขยายสัมปทาน,https://www.ryt9.com/s/iq05/3525986
0DB8B58D-66D6-403B-ABE6-B3CF6219DDE9,06:49.0,RYT9,Website,DMT,DMT ขึ้นค่าผ่านทางดอนเมืองโทลล์เวย์ 5-15 บาท เริ่ม 22 ธ.ค.67,https://www.ryt9.com/s/iq05/3525535
75144D22-17AD-4F51-B35B-26D6E9E1D9D8,13:36.0,ข่าวหุ้นธุรกิจ,Website,DMT,DMT แย้มครึ่งปีหลังโตสวย รับมาตรการกระตุ้นท่องเที่ยว หนุนปริมาณจราจรพุ่ง!,https://www.kaohoon.com/news/680921
04A88F67-2B10-4A29-9C4D-446923CDF18A,17:10.0,ข่าวหุ้นธุรกิจ,Website,DMT,DMT แจง “โทลล์เวย์” เปิด 3 เงื่อนไข ขยายสัมปทาน-ชดเชย แลกชะลอขึ้นค่าผ่านทาง,https://www.kaohoon.com/news/680953
CCBDD33C-751C-4FAA-9688-4E184ED0B8B7,52:57.0,RYT9,Website,DMT,DMT ขึ้นค่าดอนเมืองโทลล์เวย์ 5-15 บาท รถ 4 ล้อเก็บสูงสุด 130 บาท เริ่ม 22...,https://www.ryt9.com/s/iq05/3525537
AC9E95DB-AE90-47FF-B2FD-747637F268F4,53:00.0,EfinanceThai,Website,DMT, DMT ยิ้มรับอานิสงส์กระตุ้นท่องเที่ยว คาดหนุนยอดใช้ทางพิเศษพุ่ง 1....,https://www.efinancethai.com/LastestNews/LatestNewsMain.aspx?ref=A&id=enVwTHV4V3A0OHc9&security=DMT
D48E2660-03F0-4A09-A1D3-45EAC0EB885E,58:45.0,Pantip Sinthorn,Webboard,DMT,DMT ปรับขึ้นค่าผ่านทางโทลล์เวย์หุ้นตลาดหลักทรัพย์การเงินการลงทุนท่าอากาศยานนานาชาติดอนเมือง,https://pantip.com/topic/42792821
D6704075-CAB4-4B2A-AAD7-EFFB021B2425,16:00.0,EfinanceThai,Website,DOHOME, Stock Insight : บมจ.ดูโฮม (DOHOME) - อัพเดท 14/06/67,https://www.efinancethai.com/LastestNews/LatestNewsMain.aspx?ref=A&id=TzJuRmZsYnZXc0E9&security=DOHOME
78425251-CCA4-4C44-8089-72AA69047C3C,18:09.0,RYT9,Website,DRT,DRT โฟกัสตรึงมาร์จิ้นช่วงตลาดชะลอ เร่งขยายตลาดลูกค้าเอเย่นต์-โครงการตจว.,https://www.ryt9.com/s/iq05/3523367
4EEED5E6-9458-49FB-B07A-73D26C49833D,28:07.0,ข่าวหุ้นธุรกิจ,Website,DRT,DRT รุกขยายตลาดส่งออก หนุนยอดขายต่างประเทศ,https://www.kaohoon.com/news/680637
ECCB007A-35D0-4829-83F4-0347D1CEFA31,50:22.0,RYT9,Website,DRT,DRT มุ่งโฟกัสรักษาอัตราการทำกำไรขั้นต้น เร่งขยายตลาดลูกค้าเอเย่นต์และโครงการอสังหาฯ...,https://www.ryt9.com/s/prg/3523422
0E4C38E4-1582-4787-A3ED-3D2203491F95,57:13.0,ข่าวหุ้นธุรกิจ,Website,DRT,DRT มุ่งรักษาอัตรากำไรขั้นต้น ลุยขยายตลาดลูกค้าเอเย่นต์-อสังหาฯ,https://www.kaohoon.com/news/678879
9C9AB6BC-A41A-444B-918B-C213648F895F,02:36.0,Pantip Sinthorn,Webboard,EA,ฮาจัดพวกที่บอกว่าเอาหุ้นจากที่ไหนมาขาย Ea-Nexหุ้น,https://pantip.com/topic/42790215
5952687F-4036-48E1-8235-AE3A65C0DEDC,10:56.0,Pantip Sinthorn,Webboard,EA,"ทริสฯ หั่นอันดับเครดิตองค์กร-หุ้นกู้ EA เป็น ""BBB+"" จาก ""A-"" หลังสถานะทางการเงินถดถอยลงหุ้น",https://pantip.com/topic/42775590
C296EDBD-49D2-46E6-8680-D34BF0124B4F,14:30.0,Pantip Sinthorn,Webboard,EA,EA-NEX ควงคู่แถลงสยบข่าวลือ ยันผนึกกำลังแน่น จ่อยื่น ก.ล.ต.–DSI เอาผิดไอ้โม่งทุบหุ้นหุ้น,https://pantip.com/topic/42775261
04F3D67A-ED03-40D7-B73E-DFF347D07F63,14:59.0,ข่าวหุ้นธุรกิจ,Website,EA,EA มั่นใจเพิ่มทุน NEX ผ่านฉลุย 8 พันล้านหุ้น เร่งรุกตลาดอีวี,https://www.kaohoon.com/news/678925
2A8D33CC-8962-4079-95A0-575509BB417C,15:34.0,Pantip Sinthorn,Webboard,EA,nex กับ ea จะมีการแถลงข่าววันที่ 12/6/2567 เวลา 10โมงครับ เผื่อเพื่อนๆที่ยังไม่รู้ หรือรอฟังครับการลงทุนหุ้น,https://pantip.com/topic/42772812
E8CC9BE0-133B-4102-94B2-88341ED36B02,16:27.0,RYT9,Website,EA,EA ออกหุ้นกู้เพื่ออนุรักษ์สิ่งแวดล้อม 2 ชุด ดอกเบี้ย 4.50-5.50% ขายปชช.ทั่วไป 23-25...,https://www.ryt9.com/s/iq05/3524217
7F8BEEF7-2ACF-4DFE-9336-5C4134C89FDF,27:52.0,Pantip Sinthorn,Webboard,EA,EA จะลงไป 5 บาท ที่เคยมารึเปล่าหุ้นEA (หุ้น)บริษัทหลักทรัพย์,https://pantip.com/topic/42790502
BD5D84C7-BC9B-4FA6-B1A8-53511E67A40B,27:55.0,Pantip Sinthorn,Webboard,EA,อมร ทรัพย์ทวีกุล ขาย ea 2.4 ล้านหุ้นหุ้น,https://pantip.com/topic/42780683
F605FC31-406C-499D-BB96-0C56C9B7A04B,28:00.0,EfinanceThai,Website,EA, Stock Insight : บมจ.พลังงานบริสุทธิ์ (EA) - อัพเดท 17/06/67,https://www.efinancethai.com/LastestNews/LatestNewsMain.aspx?ref=A&id=Ykpxd05aSXZXeFk9&security=EA
