,Index Name,Annual Return,Cumulative Returns,Annual Volatility,Sharpe Ratio,Sortino Ratio,Max Drawdown,Calmar Ratio,1_Train,1_Test,2_Train,2_Test
^SET.BK,SET Index,-0.01849183013670075,-0.09045067717203936,0.16155263705045148,-0.0337875509002252,-0.04438065301278925,-0.41153767809706265,-0.044933504563194296,0.6178766588602654,0.5027322404371585,0.6038251366120219,0.5042935206869633
