,Date,stockList,StockSet,totalCount,maxMentioned,maxCount,3DaySet
0,01/01/2024,[],,,,,[]
1,02/01/2024,"['AAI', 'AAI', 'AI', 'AI', 'AOT', 'AOT', 'BBL', 'BIG', 'DIF', 'EA', 'EKH', 'GFC', 'GSC', 'HMPRO', 'III', 'ILM', 'ITC', 'ITC', 'KTB', 'MAJOR', 'MCA', 'MCA', 'MILL', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'OR', 'ORN', 'PREB', 'PRIN', 'PTG', 'ROCTEC', 'SAFE', 'SCB', 'TISCO', 'TSE', 'TSE', 'WORK']","['AAI', 'AI', 'AOT', 'BBL', 'BIG', 'DIF', 'EA', 'EKH', 'GFC', 'GSC', 'HMPRO', 'III', 'ILM', 'ITC', 'KTB', 'MAJOR', 'MCA', 'MILL', 'NEW', 'OR', 'ORN', 'PREB', 'PRIN', 'PTG', 'ROCTEC', 'SAFE', 'SCB', 'TISCO', 'TSE', 'WORK']",40,NEW,5,"['AAI', 'AI', 'AOT', 'BBL', 'BIG', 'DIF', 'EA', 'EKH', 'GFC', 'GSC', 'HMPRO', 'III', 'ILM', 'ITC', 'KTB', 'MAJOR', 'MCA', 'MILL', 'NEW', 'OR', 'ORN', 'PREB', 'PRIN', 'PTG', 'ROCTEC', 'SAFE', 'SCB', 'TISCO', 'TSE', 'WORK']"
2,03/01/2024,"['AAV', 'ADVANC', 'ADVANC', 'ADVANC', 'AI', 'AI', 'AI', 'AI', 'ALL', 'AOT', 'AOT', 'AOT', 'AOT', 'AOT', 'AOT', 'AOT', 'AOT', 'AOT', 'AOT', 'AOT', 'AQUA', 'AQUA', 'ARROW', 'ARROW', 'ASP', 'AUCT', 'AWC', 'BBL', 'BBL', 'BCH', 'BCP', 'BCP', 'BCP', 'BCP', 'BCP', 'BCP', 'BCP', 'BCP', 'BCP', 'BCPG', 'BE8', 'BGC', 'BH', 'BH', 'BH', 'BIG', 'BIG', 'BLC', 'BROOK', 'BTS', 'BTS', 'BTS', 'BTS', 'BTS', 'BTS', 'BTSGIF', 'BWG', 'BYD', 'BYD', 'BYD', 'BYD', 'CEYE', 'CEYE', 'CFRESH', 'CHG', 'CITY', 'COCOCO', 'COM7', 'CPALL', 'CPN', 'CRC', 'CRC', 'CRC', 'D', 'D', 'DELTA', 'DELTA', 'DELTA', 'DELTA', 'DELTA', 'DELTA', 'DELTA', 'DELTA', 'DELTA', 'DELTA', 'DITTO', 'DITTO', 'EA', 'EASTW', 'EASTW', 'GFC', 'GLOBAL', 'GPSC', 'GULF', 'HANA', 'HANA', 'HMPRO', 'IHL', 'IP', 'IP', 'IP', 'IRPC', 'ITC', 'JMT', 'JTS', 'KBANK', 'KBANK', 'KCE', 'KEX', 'KEX', 'KEX', 'KEX', 'KEX', 'KEX', 'KEX', 'KEX', 'KEX', 'KEX', 'KEX', 'KEX', 'KEX', 'KEX', 'KEX', 'KTB', 'KTB', 'MASTER', 'MC', 'MGI', 'MGI', 'MGI', 'MGT', 'MINT', 'MK', 'NER', 'NER', 'NEW', 'NEW', 'OTO', 'OTO', 'PACO', 'PACO', 'PLANB', 'PLANB', 'PLUS', 'POST', 'PSP', 'PTG', 'PTG', 'PTG', 'PTG', 'PTG', 'PTG', 'PTG', 'PTG', 'PTG', 'PTG', 'PTG', 'PTT', 'PTT', 'PTT', 'PTTGC', 'RATCH', 'RATCH', 'RATCH', 'RATCH', 'RCL', 'SCB', 'SCB', 'SCB', 'SCC', 'SINGER', 'SIRI', 'SMD', 'SMD', 'SMT', 'STA', 'STA', 'TEAM', 'TGE', 'TGE', 'TGE', 'THAI', 'THAI', 'THAI', 'THAI', 'THRE', 'TNP', 'TRUE', 'TTA', 'TTA', 'TTA', 'TTB', 'TWZ', 'VGI', 'VGI', 'VGI', 'VGI', 'W', 'WHA', 'ZIGA', 'ZIGA', 'ZIGA']","['AAV', 'ADVANC', 'AI', 'ALL', 'AOT', 'AQUA', 'ARROW', 'ASP', 'AUCT', 'AWC', 'BBL', 'BCH', 'BCP', 'BCPG', 'BE8', 'BGC', 'BH', 'BIG', 'BLC', 'BROOK', 'BTS', 'BTSGIF', 'BWG', 'BYD', 'CEYE', 'CFRESH', 'CHG', 'CITY', 'COCOCO', 'COM7', 'CPALL', 'CPN', 'CRC', 'D', 'DELTA', 'DITTO', 'EA', 'EASTW', 'GFC', 'GLOBAL', 'GPSC', 'GULF', 'HANA', 'HMPRO', 'IHL', 'IP', 'IRPC', 'ITC', 'JMT', 'JTS', 'KBANK', 'KCE', 'KEX', 'KTB', 'MASTER', 'MC', 'MGI', 'MGT', 'MINT', 'MK', 'NER', 'NEW', 'OTO', 'PACO', 'PLANB', 'PLUS', 'POST', 'PSP', 'PTG', 'PTT', 'PTTGC', 'RATCH', 'RCL', 'SCB', 'SCC', 'SINGER', 'SIRI', 'SMD', 'SMT', 'STA', 'TEAM', 'TGE', 'THAI', 'THRE', 'TNP', 'TRUE', 'TTA', 'TTB', 'TWZ', 'VGI', 'W', 'WHA', 'ZIGA']",202,KEX,15,"['AAI', 'AAV', 'ADVANC', 'AI', 'ALL', 'AOT', 'AQUA', 'ARROW', 'ASP', 'AUCT', 'AWC', 'BBL', 'BCH', 'BCP', 'BCPG', 'BE8', 'BGC', 'BH', 'BIG', 'BLC', 'BROOK', 'BTS', 'BTSGIF', 'BWG', 'BYD', 'CEYE', 'CFRESH', 'CHG', 'CITY', 'COCOCO', 'COM7', 'CPALL', 'CPN', 'CRC', 'D', 'DELTA', 'DIF', 'DITTO', 'EA', 'EASTW', 'EKH', 'GFC', 'GLOBAL', 'GPSC', 'GSC', 'GULF', 'HANA', 'HMPRO', 'IHL', 'III', 'ILM', 'IP', 'IRPC', 'ITC', 'JMT', 'JTS', 'KBANK', 'KCE', 'KEX', 'KTB', 'MAJOR', 'MASTER', 'MC', 'MCA', 'MGI', 'MGT', 'MILL', 'MINT', 'MK', 'NER', 'NEW', 'OR', 'ORN', 'OTO', 'PACO', 'PLANB', 'PLUS', 'POST', 'PREB', 'PRIN', 'PSP', 'PTG', 'PTT', 'PTTGC', 'RATCH', 'RCL', 'ROCTEC', 'SAFE', 'SCB', 'SCC', 'SINGER', 'SIRI', 'SMD', 'SMT', 'STA', 'TEAM', 'TGE', 'THAI', 'THRE', 'TISCO', 'TNP', 'TRUE', 'TSE', 'TTA', 'TTB', 'TWZ', 'VGI', 'W', 'WHA', 'WORK', 'ZIGA']"
3,04/01/2024,"['AAV', 'AAV', 'AAV', 'AEONTS', 'AGE', 'AH', 'AH', 'AH', 'AH', 'AH', 'AH', 'AI', 'AI', 'AI', 'AI', 'AI', 'AI', 'AIRA', 'ALL', 'AMATA', 'ANAN', 'AOT', 'AOT', 'AOT', 'AOT', 'AOT', 'AOT', 'AOT', 'AOT', 'AOT', 'AP', 'AP', 'AU', 'AUCT', 'AUCT', 'AWC', 'AWC', 'AWC', 'AWC', 'BA', 'BBIK', 'BBL', 'BCH', 'BCH', 'BCP', 'BDMS', 'BEAUTY', 'BEAUTY', 'BEAUTY', 'BEAUTY', 'BEYOND', 'BEYOND', 'BIG', 'BIG', 'BIG', 'BIZ', 'BLA', 'BYD', 'BYD', 'BYD', 'BYD', 'BYD', 'BYD', 'CBG', 'CENTEL', 'CENTEL', 'CENTEL', 'CENTEL', 'CHAYO', 'CHAYO', 'CHAYO', 'CHAYO', 'CHAYO', 'CHAYO', 'CHAYO', 'CKP', 'CKP', 'COCOCO', 'COM7', 'COM7', 'COM7', 'CPALL', 'CPALL', 'CPALL', 'CPALL', 'CPALL', 'CPALL', 'CPAXT', 'CPN', 'CPN', 'CPN', 'CPN', 'CRC', 'CRC', 'CRC', 'CRC', 'CRC', 'DELTA', 'DELTA', 'DELTA', 'DELTA', 'DOHOME', 'DUSIT', 'DUSIT', 'DUSIT', 'EA', 'EA', 'EA', 'EASON', 'EASON', 'EASTW', 'EASTW', 'EGCO', 'ERW', 'ERW', 'GFC', 'GFC', 'GLOBAL', 'GLOBAL', 'GPSC', 'GPSC', 'GREEN', 'GULF', 'GULF', 'GULF', 'GULF', 'GULF', 'GUNKUL', 'HANA', 'HMPRO', 'HMPRO', 'IRPC', 'ITEL', 'IVL', 'JAS', 'JASIF', 'JASIF', 'JMT', 'JTS', 'JTS', 'KBANK', 'KBANK', 'KCG', 'KEX', 'KEX', 'KEX', 'KEX', 'KEX', 'KEX', 'KISS', 'KISS', 'KTB', 'KTC', 'KTC', 'KTC', 'KTC', 'KUN', 'LHHOTEL', 'MAJOR', 'MGI', 'MGT', 'MGT', 'MINT', 'MINT', 'MINT', 'MINT', 'MTC', 'MTC', 'NER', 'NEW', 'OR', 'OR', 'ORI', 'ORI', 'ORN', 'ORN', 'OTO', 'PIMO', 'PIMO', 'PLUS', 'PRAPAT', 'PRAPAT', 'PRAPAT', 'PRAPAT', 'PRAPAT', 'PRAPAT', 'PRAPAT', 'PSG', 'PTG', 'PTG', 'PTT', 'PTT', 'PTT', 'PTT', 'PTT', 'PTT', 'PTT', 'PTTEP', 'PTTEP', 'PTTEP', 'PTTEP', 'RATCH', 'RATCH', 'RATCH', 'RATCH', 'READY', 'RPH', 'SAWAD', 'SCB', 'SCB', 'SCB', 'SCB', 'SCB', 'SCB', 'SCB', 'SCCC', 'SCL', 'SFLEX', 'SIRI', 'SIRI', 'SIRI', 'SIRI', 'SIRI', 'SKY', 'SKY', 'SNNP', 'SPA', 'TAPAC', 'TAPAC', 'TAPAC', 'TAPAC', 'TASCO', 'THAI', 'THAI', 'TIDLOR', 'TISCO', 'TITLE', 'TKN', 'TNP', 'TOG', 'TU', 'VGI', 'WHART', 'WINDOW', 'WINDOW', 'XO', 'YONG', 'ZEN', 'ZIGA']","['AAV', 'AEONTS', 'AGE', 'AH', 'AI', 'AIRA', 'ALL', 'AMATA', 'ANAN', 'AOT', 'AP', 'AU', 'AUCT', 'AWC', 'BA', 'BBIK', 'BBL', 'BCH', 'BCP', 'BDMS', 'BEAUTY', 'BEYOND', 'BIG', 'BIZ', 'BLA', 'BYD', 'CBG', 'CENTEL', 'CHAYO', 'CKP', 'COCOCO', 'COM7', 'CPALL', 'CPAXT', 'CPN', 'CRC', 'DELTA', 'DOHOME', 'DUSIT', 'EA', 'EASON', 'EASTW', 'EGCO', 'ERW', 'GFC', 'GLOBAL', 'GPSC', 'GREEN', 'GULF', 'GUNKUL', 'HANA', 'HMPRO', 'IRPC', 'ITEL', 'IVL', 'JAS', 'JASIF', 'JMT', 'JTS', 'KBANK', 'KCG', 'KEX', 'KISS', 'KTB', 'KTC', 'KUN', 'LHHOTEL', 'MAJOR', 'MGI', 'MGT', 'MINT', 'MTC', 'NER', 'NEW', 'OR', 'ORI', 'ORN', 'OTO', 'PIMO', 'PLUS', 'PRAPAT', 'PSG', 'PTG', 'PTT', 'PTTEP', 'RATCH', 'READY', 'RPH', 'SAWAD', 'SCB', 'SCCC', 'SCL', 'SFLEX', 'SIRI', 'SKY', 'SNNP', 'SPA', 'TAPAC', 'TASCO', 'THAI', 'TIDLOR', 'TISCO', 'TITLE', 'TKN', 'TNP', 'TOG', 'TU', 'VGI', 'WHART', 'WINDOW', 'XO', 'YONG', 'ZEN', 'ZIGA']",249,AOT,9,"['AAI', 'AAV', 'ADVANC', 'AEONTS', 'AGE', 'AH', 'AI', 'AIRA', 'ALL', 'AMATA', 'ANAN', 'AOT', 'AP', 'AQUA', 'ARROW', 'ASP', 'AU', 'AUCT', 'AWC', 'BA', 'BBIK', 'BBL', 'BCH', 'BCP', 'BCPG', 'BDMS', 'BE8', 'BEAUTY', 'BEYOND', 'BGC', 'BH', 'BIG', 'BIZ', 'BLA', 'BLC', 'BROOK', 'BTS', 'BTSGIF', 'BWG', 'BYD', 'CBG', 'CENTEL', 'CEYE', 'CFRESH', 'CHAYO', 'CHG', 'CITY', 'CKP', 'COCOCO', 'COM7', 'CPALL', 'CPAXT', 'CPN', 'CRC', 'D', 'DELTA', 'DIF', 'DITTO', 'DOHOME', 'DUSIT', 'EA', 'EASON', 'EASTW', 'EGCO', 'EKH', 'ERW', 'GFC', 'GLOBAL', 'GPSC', 'GREEN', 'GSC', 'GULF', 'GUNKUL', 'HANA', 'HMPRO', 'IHL', 'III', 'ILM', 'IP', 'IRPC', 'ITC', 'ITEL', 'IVL', 'JAS', 'JASIF', 'JMT', 'JTS', 'KBANK', 'KCE', 'KCG', 'KEX', 'KISS', 'KTB', 'KTC', 'KUN', 'LHHOTEL', 'MAJOR', 'MASTER', 'MC', 'MCA', 'MGI', 'MGT', 'MILL', 'MINT', 'MK', 'MTC', 'NER', 'NEW', 'OR', 'ORI', 'ORN', 'OTO', 'PACO', 'PIMO', 'PLANB', 'PLUS', 'POST', 'PRAPAT', 'PREB', 'PRIN', 'PSG', 'PSP', 'PTG', 'PTT', 'PTTEP', 'PTTGC', 'RATCH', 'RCL', 'READY', 'ROCTEC', 'RPH', 'SAFE', 'SAWAD', 'SCB', 'SCC', 'SCCC', 'SCL', 'SFLEX', 'SINGER', 'SIRI', 'SKY', 'SMD', 'SMT', 'SNNP', 'SPA', 'STA', 'TAPAC', 'TASCO', 'TEAM', 'TGE', 'THAI', 'THRE', 'TIDLOR', 'TISCO', 'TITLE', 'TKN', 'TNP', 'TOG', 'TRUE', 'TSE', 'TTA', 'TTB', 'TU', 'TWZ', 'VGI', 'W', 'WHA', 'WHART', 'WINDOW', 'WORK', 'XO', 'YONG', 'ZEN', 'ZIGA']"
4,05/01/2024,"['A5', 'AAV', 'AAV', 'ACG', 'ADVANC', 'AH', 'AH', 'AH', 'AI', 'AI', 'AI', 'AI', 'AI', 'AI', 'AI', 'AI', 'AI', 'AI', 'AI', 'AIRA', 'ALL', 'ALPHAX', 'AMA', 'AMA', 'AMANAH', 'AMANAH', 'ANAN', 'AOT', 'AOT', 'AOT', 'AOT', 'AOT', 'AOT', 'AOT', 'AOT', 'AOT', 'AP', 'AP', 'APEX', 'AUCT', 'AURA', 'AWC', 'AWC', 'B', 'BAFS', 'BAFS', 'BAM', 'BANPU', 'BCH', 'BCH', 'BCH', 'BCP', 'BCP', 'BDMS', 'BDMS', 'BDMS', 'BDMS', 'BEAUTY', 'BGRIM', 'BGRIM', 'BIG', 'BIG', 'BIZ', 'BLA', 'BSRC', 'BYD', 'BYD', 'BYD', 'BYD', 'CHASE', 'CHAYO', 'CHAYO', 'CK', 'CK', 'CK', 'CK', 'CMAN', 'CMAN', 'CMAN', 'CMAN', 'COM7', 'COM7', 'COM7', 'COM7', 'CPALL', 'CPALL', 'CPAXT', 'CPAXT', 'CPF', 'CPN', 'CPN', 'CPN', 'CPN', 'CPNREIT', 'CRC', 'CRC', 'CRC', 'CRC', 'D', 'DELTA', 'DELTA', 'DELTA', 'DIF', 'DIF', 'DOHOME', 'EA', 'EGCO', 'ERW', 'FORTH', 'GCAP', 'GIFT', 'GIFT', 'GIFT', 'GIFT', 'GLOBAL', 'GPSC', 'GPSC', 'GULF', 'GUNKUL', 'HANA', 'HARN', 'HENG', 'HENG', 'HENG', 'HENG', 'HMPRO', 'ICHI', 'ILM', 'IND', 'IND', 'IND', 'INTUCH', 'ITC', 'ITC', 'ITD', 'ITD', 'JAS', 'JAS', 'JAS', 'JMART', 'JMT', 'JMT', 'JMT', 'JMT', 'JMT', 'JMT', 'JPARK', 'JPARK', 'JPARK', 'JTS', 'KBANK', 'KBANK', 'KCE', 'KEX', 'KEX', 'KEX', 'KKP', 'KLINIQ', 'KTC', 'KTC', 'KTC', 'KTC', 'KTC', 'KTC', 'KTC', 'KTC', 'KUN', 'KUN', 'MAJOR', 'MAJOR', 'MASTER', 'MC', 'MEB', 'META', 'MICRO', 'MICRO', 'MTC', 'MTC', 'NER', 'NEW', 'NEX', 'OR', 'OTO', 'OTO', 'PLANB', 'PLUS', 'PLUS', 'PLUS', 'PLUS', 'PRAPAT', 'PRAPAT', 'PRAPAT', 'PRAPAT', 'PROEN', 'PTG', 'PTT', 'PTT', 'PTT', 'PTT', 'PTT', 'PTT', 'PTT', 'PTT', 'PTT', 'PTTEP', 'PTTEP', 'PTTEP', 'PTTEP', 'PTTEP', 'PTTGC', 'PTTGC', 'PTTGC', 'PTTGC', 'PTTGC', 'Q-CON', 'RATCH', 'RCL', 'RCL', 'RCL', 'RCL', 'RICHY', 'SAF', 'SAFE', 'SAMART', 'SCB', 'SCB', 'SCB', 'SCC', 'SCGP', 'SCN', 'SINGER', 'SIRI', 'SIRI', 'SIRI', 'SISB', 'SOLAR', 'SPA', 'SPA', 'SPRC', 'SPRC', 'SPRC', 'SPRC', 'SPRC', 'SPRC', 'SPRC', 'SPRC', 'SPRC', 'SPRC', 'SPRC', 'SPRC', 'SPRC', 'SPRC', 'SPRC', 'SPRC', 'SPRC', 'STA', 'STEC', 'STEC', 'STGT', 'SVR', 'SYNEX', 'TEAM', 'TGE', 'TGE', 'TH', 'TIDLOR', 'TIDLOR', 'TISCO', 'TISCO', 'TKN', 'TKN', 'TNP', 'TNP', 'TOA', 'TPIPP', 'TR', 'TRUE', 'TRUE', 'TU', 'TVO', 'UAC', 'VRANDA', 'VRANDA', 'VRANDA', 'VRANDA', 'WARRIX', 'WARRIX', 'WICE', 'WINDOW', 'ZEN', 'ZIGA']","['A5', 'AAV', 'ACG', 'ADVANC', 'AH', 'AI', 'AIRA', 'ALL', 'ALPHAX', 'AMA', 'AMANAH', 'ANAN', 'AOT', 'AP', 'APEX', 'AUCT', 'AURA', 'AWC', 'B', 'BAFS', 'BAM', 'BANPU', 'BCH', 'BCP', 'BDMS', 'BEAUTY', 'BGRIM', 'BIG', 'BIZ', 'BLA', 'BSRC', 'BYD', 'CHASE', 'CHAYO', 'CK', 'CMAN', 'COM7', 'CPALL', 'CPAXT', 'CPF', 'CPN', 'CPNREIT', 'CRC', 'D', 'DELTA', 'DIF', 'DOHOME', 'EA', 'EGCO', 'ERW', 'FORTH', 'GCAP', 'GIFT', 'GLOBAL', 'GPSC', 'GULF', 'GUNKUL', 'HANA', 'HARN', 'HENG', 'HMPRO', 'ICHI', 'ILM', 'IND', 'INTUCH', 'ITC', 'ITD', 'JAS', 'JMART', 'JMT', 'JPARK', 'JTS', 'KBANK', 'KCE', 'KEX', 'KKP', 'KLINIQ', 'KTC', 'KUN', 'MAJOR', 'MASTER', 'MC', 'MEB', 'META', 'MICRO', 'MTC', 'NER', 'NEW', 'NEX', 'OR', 'OTO', 'PLANB', 'PLUS', 'PRAPAT', 'PROEN', 'PTG', 'PTT', 'PTTEP', 'PTTGC', 'Q-CON', 'RATCH', 'RCL', 'RICHY', 'SAF', 'SAFE', 'SAMART', 'SCB', 'SCC', 'SCGP', 'SCN', 'SINGER', 'SIRI', 'SISB', 'SOLAR', 'SPA', 'SPRC', 'STA', 'STEC', 'STGT', 'SVR', 'SYNEX', 'TEAM', 'TGE', 'TH', 'TIDLOR', 'TISCO', 'TKN', 'TNP', 'TOA', 'TPIPP', 'TR', 'TRUE', 'TU', 'TVO', 'UAC', 'VRANDA', 'WARRIX', 'WICE', 'WINDOW', 'ZEN', 'ZIGA']",291,SPRC,17,"['A5', 'AAV', 'ACG', 'ADVANC', 'AEONTS', 'AGE', 'AH', 'AI', 'AIRA', 'ALL', 'ALPHAX', 'AMA', 'AMANAH', 'AMATA', 'ANAN', 'AOT', 'AP', 'APEX', 'AQUA', 'ARROW', 'ASP', 'AU', 'AUCT', 'AURA', 'AWC', 'B', 'BA', 'BAFS', 'BAM', 'BANPU', 'BBIK', 'BBL', 'BCH', 'BCP', 'BCPG', 'BDMS', 'BE8', 'BEAUTY', 'BEYOND', 'BGC', 'BGRIM', 'BH', 'BIG', 'BIZ', 'BLA', 'BLC', 'BROOK', 'BSRC', 'BTS', 'BTSGIF', 'BWG', 'BYD', 'CBG', 'CENTEL', 'CEYE', 'CFRESH', 'CHASE', 'CHAYO', 'CHG', 'CITY', 'CK', 'CKP', 'CMAN', 'COCOCO', 'COM7', 'CPALL', 'CPAXT', 'CPF', 'CPN', 'CPNREIT', 'CRC', 'D', 'DELTA', 'DIF', 'DITTO', 'DOHOME', 'DUSIT', 'EA', 'EASON', 'EASTW', 'EGCO', 'ERW', 'FORTH', 'GCAP', 'GFC', 'GIFT', 'GLOBAL', 'GPSC', 'GREEN', 'GULF', 'GUNKUL', 'HANA', 'HARN', 'HENG', 'HMPRO', 'ICHI', 'IHL', 'ILM', 'IND', 'INTUCH', 'IP', 'IRPC', 'ITC', 'ITD', 'ITEL', 'IVL', 'JAS', 'JASIF', 'JMART', 'JMT', 'JPARK', 'JTS', 'KBANK', 'KCE', 'KCG', 'KEX', 'KISS', 'KKP', 'KLINIQ', 'KTB', 'KTC', 'KUN', 'LHHOTEL', 'MAJOR', 'MASTER', 'MC', 'MEB', 'META', 'MGI', 'MGT', 'MICRO', 'MINT', 'MK', 'MTC', 'NER', 'NEW', 'NEX', 'OR', 'ORI', 'ORN', 'OTO', 'PACO', 'PIMO', 'PLANB', 'PLUS', 'POST', 'PRAPAT', 'PROEN', 'PSG', 'PSP', 'PTG', 'PTT', 'PTTEP', 'PTTGC', 'Q-CON', 'RATCH', 'RCL', 'READY', 'RICHY', 'RPH', 'SAF', 'SAFE', 'SAMART', 'SAWAD', 'SCB', 'SCC', 'SCCC', 'SCGP', 'SCL', 'SCN', 'SFLEX', 'SINGER', 'SIRI', 'SISB', 'SKY', 'SMD', 'SMT', 'SNNP', 'SOLAR', 'SPA', 'SPRC', 'STA', 'STEC', 'STGT', 'SVR', 'SYNEX', 'TAPAC', 'TASCO', 'TEAM', 'TGE', 'TH', 'THAI', 'THRE', 'TIDLOR', 'TISCO', 'TITLE', 'TKN', 'TNP', 'TOA', 'TOG', 'TPIPP', 'TR', 'TRUE', 'TTA', 'TTB', 'TU', 'TVO', 'TWZ', 'UAC', 'VGI', 'VRANDA', 'W', 'WARRIX', 'WHA', 'WHART', 'WICE', 'WINDOW', 'XO', 'YONG', 'ZEN', 'ZIGA']"
